dictionary,country,year,dimension,source,count
voting,georgia,2021,electoral,greco,1
judge,georgia,2021,liberal_institution,greco,16
impartial,georgia,2021,liberal_institution,greco,1
judiciary,georgia,2021,liberal_institution,greco,3
participated,georgia,2021,participatory,greco,1
clear legal,georgia,2021,liberal_institution,greco,1
participation,georgia,2021,participatory,greco,1
prosecutor,georgia,2021,liberal_institution,greco,16
media,georgia,2021,media,greco,1
demonstrated,georgia,2021,participatory,greco,1
prosecutor,north-macedonia,2002,liberal_institution,greco,42
justice,north-macedonia,2002,liberal_institution,greco,17
court,north-macedonia,2002,liberal_institution,greco,63
courts,north-macedonia,2002,liberal_institution,greco,35
ombudsman,north-macedonia,2002,liberal_rights,greco,11
media,north-macedonia,2002,media,greco,12
elections,north-macedonia,2002,electoral,greco,12
voting,north-macedonia,2002,electoral,greco,9
judiciary,north-macedonia,2002,liberal_institution,greco,7
journalist,north-macedonia,2002,media,greco,3
cybercrime,north-macedonia,2002,media,greco,1
elected,north-macedonia,2002,electoral,greco,47
prosecutors,north-macedonia,2002,liberal_institution,greco,45
participants,north-macedonia,2002,participatory,greco,4
ngo,north-macedonia,2002,participatory,greco,2
judge,north-macedonia,2002,liberal_institution,greco,38
judges,north-macedonia,2002,liberal_institution,greco,63
mandate,north-macedonia,2002,electoral,greco,3
election,north-macedonia,2002,electoral,greco,19
checks,north-macedonia,2002,liberal_institution,greco,6
website,north-macedonia,2002,media,greco,1
union,north-macedonia,2002,participatory,greco,14
mandates,north-macedonia,2002,electoral,greco,5
vote,north-macedonia,2002,electoral,greco,5
held accountable,north-macedonia,2002,liberal_institution,greco,2
votes,north-macedonia,2002,electoral,greco,4
campaigns,north-macedonia,2002,electoral,greco,3
civil society,north-macedonia,2002,participatory,greco,1
legal framework,north-macedonia,2002,liberal_institution,greco,3
strike,north-macedonia,2002,participatory,greco,1
unions,north-macedonia,2002,participatory,greco,2
campaign,north-macedonia,2002,electoral,greco,3
check,north-macedonia,2002,liberal_institution,greco,3
electors,north-macedonia,2002,electoral,greco,1
referendum,north-macedonia,2002,participatory,greco,2
electoral,north-macedonia,2002,electoral,greco,3
discrimination,north-macedonia,2002,liberal_rights,greco,3
elect,north-macedonia,2002,electoral,greco,2
representation,north-macedonia,2002,electoral,greco,1
participation,north-macedonia,2002,participatory,greco,2
discriminate,north-macedonia,2002,liberal_rights,greco,1
participate,north-macedonia,2002,participatory,greco,1
judging,north-macedonia,2002,liberal_institution,greco,1
petition,north-macedonia,2002,participatory,greco,3
impartial,north-macedonia,2002,liberal_institution,greco,2
legal remedies,north-macedonia,2002,liberal_institution,greco,1
human rights,north-macedonia,2002,liberal_rights,greco,1
internet,north-macedonia,2002,media,greco,3
impartial judiciary,north-macedonia,2002,liberal_institution,greco,1
access to information,georgia,2008,participatory,greco,8
freedom of information,georgia,2008,participatory,greco,4
websites,georgia,2008,media,greco,2
internet,georgia,2008,media,greco,1
justice,georgia,2008,liberal_institution,greco,13
discriminated,georgia,2008,liberal_rights,greco,1
prosecutors,georgia,2008,liberal_institution,greco,19
judges,georgia,2008,liberal_institution,greco,25
prosecutor,georgia,2008,liberal_institution,greco,9
impartial,georgia,2008,liberal_institution,greco,4
impartiality,georgia,2008,liberal_institution,greco,2
voting,georgia,2008,electoral,greco,1
courts,georgia,2008,liberal_institution,greco,3
judiciary,georgia,2008,liberal_institution,greco,4
discriminating,georgia,2008,liberal_rights,greco,1
court,georgia,2008,liberal_institution,greco,3
independence of the judiciary,georgia,2008,liberal_institution,greco,2
judges,north-macedonia,2016,liberal_institution,greco,69
prosecutors,north-macedonia,2016,liberal_institution,greco,30
courts,north-macedonia,2016,liberal_institution,greco,18
elections,north-macedonia,2016,electoral,greco,7
election,north-macedonia,2016,electoral,greco,8
opposition parties,north-macedonia,2016,electoral,greco,1
court,north-macedonia,2016,liberal_institution,greco,10
the opposition,north-macedonia,2016,electoral,greco,2
participation,north-macedonia,2016,participatory,greco,2
news,north-macedonia,2016,media,greco,1
media,north-macedonia,2016,media,greco,1
prosecutor,north-macedonia,2016,liberal_institution,greco,5
online,north-macedonia,2016,media,greco,4
justice,north-macedonia,2016,liberal_institution,greco,7
judiciary,north-macedonia,2016,liberal_institution,greco,6
independence of the judiciary,north-macedonia,2016,liberal_institution,greco,1
elected,north-macedonia,2016,electoral,greco,18
representation,north-macedonia,2016,electoral,greco,1
vote,north-macedonia,2016,electoral,greco,1
votes,north-macedonia,2016,electoral,greco,1
mandate,north-macedonia,2016,electoral,greco,2
checks,north-macedonia,2016,liberal_institution,greco,3
impartiality,north-macedonia,2016,liberal_institution,greco,5
judge,north-macedonia,2016,liberal_institution,greco,9
human rights,north-macedonia,2016,liberal_rights,greco,1
ngos,north-macedonia,2016,participatory,greco,1
minor,north-macedonia,2016,liberal_rights,greco,1
petitions,north-macedonia,2016,participatory,greco,1
internet,north-macedonia,2016,media,greco,1
participants,north-macedonia,2016,participatory,greco,1
check,north-macedonia,2016,liberal_institution,greco,1
demonstrate,north-macedonia,2016,participatory,greco,4
impartial,north-macedonia,2016,liberal_institution,greco,1
campaigns,north-macedonia,2016,electoral,greco,1
prosecutor,portugal,2005,liberal_institution,greco,7
court,portugal,2005,liberal_institution,greco,10
justice,portugal,2005,liberal_institution,greco,4
judges,portugal,2005,liberal_institution,greco,11
judge,portugal,2005,liberal_institution,greco,2
access to information,portugal,2005,participatory,greco,2
courts,portugal,2005,liberal_institution,greco,2
prosecutors,portugal,2005,liberal_institution,greco,3
voting,portugal,2005,electoral,greco,1
votes,portugal,2005,electoral,greco,1
media,russia,2017,media,greco,44
voting,russia,2017,electoral,greco,6
judiciary,russia,2017,liberal_institution,greco,29
independence of the judiciary,russia,2017,liberal_institution,greco,7
judges,russia,2017,liberal_institution,greco,251
checks,russia,2017,liberal_institution,greco,6
justices,russia,2017,liberal_institution,greco,23
impartiality,russia,2017,liberal_institution,greco,15
prosecutors,russia,2017,liberal_institution,greco,111
prosecutor,russia,2017,liberal_institution,greco,158
elected,russia,2017,electoral,greco,24
court,russia,2017,liberal_institution,greco,179
civil society,russia,2017,participatory,greco,7
judge,russia,2017,liberal_institution,greco,92
justice,russia,2017,liberal_institution,greco,26
union,russia,2017,participatory,greco,4
news,russia,2017,media,greco,5
independence of law enforcement,russia,2017,liberal_institution,greco,1
election,russia,2017,electoral,greco,7
campaigns,russia,2017,electoral,greco,1
demonstrations,russia,2017,participatory,greco,2
protests,russia,2017,participatory,greco,2
suffrage,russia,2017,electoral,greco,1
electoral,russia,2017,electoral,greco,1
votes,russia,2017,electoral,greco,5
electors,russia,2017,electoral,greco,4
mandate,russia,2017,electoral,greco,22
vote,russia,2017,electoral,greco,14
participation,russia,2017,participatory,greco,16
website,russia,2017,media,greco,11
websites,russia,2017,media,greco,9
internet,russia,2017,media,greco,1
journalists,russia,2017,media,greco,3
access to information,russia,2017,participatory,greco,2
mandates,russia,2017,electoral,greco,2
demonstrate,russia,2017,participatory,greco,1
impartial,russia,2017,liberal_institution,greco,4
minor,russia,2017,liberal_rights,greco,29
privacy,russia,2017,media,greco,5
ngos,russia,2017,participatory,greco,13
television,russia,2017,media,greco,1
striking,russia,2017,participatory,greco,2
courts,russia,2017,liberal_institution,greco,98
separation of powers,russia,2017,liberal_institution,greco,4
elect,russia,2017,electoral,greco,1
checking,russia,2017,liberal_institution,greco,1
fundamental right,russia,2017,participatory,greco,1
human rights,russia,2017,liberal_rights,greco,8
rule of law,russia,2017,liberal_institution,greco,1
legal proceedings,russia,2017,liberal_institution,greco,2
checked,russia,2017,liberal_institution,greco,1
participated,russia,2017,participatory,greco,2
participants,russia,2017,participatory,greco,2
petition,russia,2017,participatory,greco,4
press,russia,2017,media,greco,1
contested,russia,2017,electoral,greco,1
check,russia,2017,liberal_institution,greco,1
access to justice,russia,2017,liberal_institution,greco,1
elective,russia,2017,electoral,greco,2
participate,russia,2017,participatory,greco,3
participating,russia,2017,participatory,greco,1
legal framework,russia,2017,liberal_institution,greco,1
judges,ukraine,2019,liberal_institution,greco,102
prosecutors,ukraine,2019,liberal_institution,greco,75
elected,ukraine,2019,electoral,greco,7
impartiality,ukraine,2019,liberal_institution,greco,5
ngo,ukraine,2019,participatory,greco,2
justice,ukraine,2019,liberal_institution,greco,27
online,ukraine,2019,media,greco,5
check,ukraine,2019,liberal_institution,greco,2
ngos,ukraine,2019,participatory,greco,5
website,ukraine,2019,media,greco,7
news,ukraine,2019,media,greco,1
privacy,ukraine,2019,media,greco,1
checks,ukraine,2019,liberal_institution,greco,4
checked,ukraine,2019,liberal_institution,greco,1
checking,ukraine,2019,liberal_institution,greco,1
media,ukraine,2019,media,greco,3
court,ukraine,2019,liberal_institution,greco,40
contesting,ukraine,2019,electoral,greco,2
ombudsman,ukraine,2019,liberal_rights,greco,1
prosecutor,ukraine,2019,liberal_institution,greco,87
participation,ukraine,2019,participatory,greco,6
civil society,ukraine,2019,participatory,greco,1
websites,ukraine,2019,media,greco,1
mandate,ukraine,2019,electoral,greco,3
election,ukraine,2019,electoral,greco,1
legal framework,ukraine,2019,liberal_institution,greco,2
political opposition,ukraine,2019,electoral,greco,1
judge,ukraine,2019,liberal_institution,greco,16
courts,ukraine,2019,liberal_institution,greco,10
participants,ukraine,2019,participatory,greco,3
judiciary,ukraine,2019,liberal_institution,greco,5
protests,ukraine,2019,participatory,greco,1
votes,ukraine,2019,electoral,greco,2
legal proceedings,ukraine,2019,liberal_institution,greco,2
telecommunication,ukraine,2019,media,greco,1
participates,ukraine,2019,participatory,greco,1
vote,ukraine,2019,electoral,greco,1
union,ukraine,2019,participatory,greco,3
rule of law,ukraine,2019,liberal_institution,greco,1
participated,ukraine,2019,participatory,greco,1
legal remedies,ukraine,2019,liberal_institution,greco,1
demonstrate,ukraine,2019,participatory,greco,1
electoral,malta,2017,electoral,greco,22
campaigns,malta,2017,electoral,greco,5
election,malta,2017,electoral,greco,16
elections,malta,2017,electoral,greco,6
campaign,malta,2017,electoral,greco,2
website,malta,2017,media,greco,4
elected,malta,2017,electoral,greco,4
contest,malta,2017,electoral,greco,1
legal framework,malta,2017,liberal_institution,greco,1
electorate,malta,2017,electoral,greco,1
judges,malta,2017,liberal_institution,greco,14
prosecutors,malta,2017,liberal_institution,greco,12
the opposition,malta,2017,electoral,greco,1
impartiality,malta,2017,liberal_institution,greco,8
justice,malta,2017,liberal_institution,greco,25
ombudsman,malta,2017,liberal_rights,greco,1
judiciary,malta,2017,liberal_institution,greco,11
judge,malta,2017,liberal_institution,greco,20
courts,malta,2017,liberal_institution,greco,4
prosecutor,malta,2017,liberal_institution,greco,4
court,malta,2017,liberal_institution,greco,7
vote,malta,2017,electoral,greco,1
due process,malta,2017,liberal_institution,greco,1
checks,malta,2017,liberal_institution,greco,1
internet,malta,2017,media,greco,1
strike,malta,2017,participatory,greco,1
privacy,malta,2017,media,greco,1
participate,malta,2017,participatory,greco,1
participated,malta,2017,participatory,greco,1
minority,malta,2017,liberal_rights,greco,1
union,romania,2005,participatory,greco,1
journalist,romania,2005,media,greco,1
court,romania,2005,liberal_institution,greco,16
prosecutor,romania,2005,liberal_institution,greco,21
judge,romania,2005,liberal_institution,greco,6
access to information,romania,2005,participatory,greco,6
courts,romania,2005,liberal_institution,greco,15
justice,romania,2005,liberal_institution,greco,14
minor,romania,2005,liberal_rights,greco,2
prosecutors,romania,2005,liberal_institution,greco,6
judges,romania,2005,liberal_institution,greco,4
rule of law,romania,2005,liberal_institution,greco,1
legal remedies,romania,2005,liberal_institution,greco,1
legal proceedings,romania,2005,liberal_institution,greco,1
media,romania,2005,media,greco,2
participation,romania,2005,participatory,greco,3
judiciary,romania,2005,liberal_institution,greco,5
participate,romania,2005,participatory,greco,1
elected,romania,2005,electoral,greco,2
election,romania,2005,electoral,greco,1
mandating,romania,2005,electoral,greco,1
impartiality,romania,2005,liberal_institution,greco,1
mandate,romania,2005,electoral,greco,1
freedom of information,romania,2005,participatory,greco,2
participating,romania,2005,participatory,greco,1
internet,romania,2005,media,greco,1
unions,romania,2005,participatory,greco,3
checks,romania,2005,liberal_institution,greco,2
judges,lithuania,2014,liberal_institution,greco,129
prosecutors,lithuania,2014,liberal_institution,greco,106
court,lithuania,2014,liberal_institution,greco,136
mandate,lithuania,2014,electoral,greco,13
judiciary,lithuania,2014,liberal_institution,greco,23
demonstrate,lithuania,2014,participatory,greco,4
access to information,lithuania,2014,participatory,greco,1
independence of the judiciary,lithuania,2014,liberal_institution,greco,2
elected,lithuania,2014,electoral,greco,17
civil society,lithuania,2014,participatory,greco,1
prosecutor,lithuania,2014,liberal_institution,greco,108
courts,lithuania,2014,liberal_institution,greco,77
union,lithuania,2014,participatory,greco,5
